article_pair,count
제26조의2+제27조,1
제26조의2+제28조,1
제26조의2+제30조,1
제26조의2+제39조의12,1
제26조의2+제61조,1
제26조의2+제64조의2,1
제26조의2+제69조의2,1
제26조의2+제74조,1
제26조의2+제76조,1
제26조의2+제7조,1
제27조+제39조의12,1
제27조+제64조의2,1
제27조+제64조의3,1
제27조+제69조의2,1
제27조+제74조,1
제27조+제76조,1
제28조+제39조의12,1
제30조+제64조의3,1
제30조+제74조,1
제39조의12+제4조,1
제39조의12+제64조의2,1
제39조의12+제64조의3,1
제39조의12+제69조의2,1
제39조의12+제74조,1
제39조의12+제76조,1
제39조의3+제64조의3,1
제39조의3+제69조의2,1
제39조의3+제74조,1
제39조의3+제76조,1
제63조+제69조의2,1
제64조의2+제64조의3,1
제64조의2+제69조의2,1
제64조의2+제74조,1
제18조+제26조의2,1
제18조+제85조의3,1
제21조+제26조의2,1
제26조의2+제85조의3,1
제5조+제85조의3,1
제11조+제25조의2,1
제11조+제34조의2,1
제22조+제25조의2,1
제23조+제25조의2,1
제23조+제34조의2,1
제24조+제25조의2,1
제25조의2+제29조,1
제25조의2+제2조,1
제25조의2+제30조,1
제25조의2+제34조의2,1
제25조의2+제63조,1
제25조의2+제75조,1
제25조의2+제7조,1
제25조의2+제8조,1
제39조의15+제64조의3,1
제39조의15+제74조,1
제39조의15+제76조,1
제48조의11+제64조의3,1
제48조의11+제74조,1
제48조의11+제76조,1
제48조의2+제64조의3,1
제48조의2+제74조,1
제48조의2+제76조,1
제64조의3+제9조,1
제24조+제33조의4,1
제29조+제33조의4,1
제2조+제33조의4,1
제30조+제33조의4,1
제33조의4+제34조의2,1
제33조의4+제40조의2,1
제33조의4+제5조,1
제33조의4+제63조,1
제33조의4+제6조,1
제33조의4+제75조,1
제33조의4+제76조,1
제33조의4+제7조,1
제33조의4+제8조,1
제24조+제27조의2,1
제27조의2+제29조,1
제27조의2+제2조,1
제27조의2+제30조,1
제27조의2+제34조의2,1
제27조의2+제40조의2,1
제27조의2+제6조,1
제27조의2+제75조,1
제27조의2+제9조,1
제20조+제26조,1
제20조+제30조,1
제20조+제34조,1
제20조+제40조,1
제20조+제5조,1
제20조+제64조,1
제20조+제66조,1
제20조+제8조,1
제26조+제37조,1
제30조+제37조,1
제37조+제3조,1
제37조+제40조,1
제37조+제66조,1
제24조+제39조의4,1
제24조+제48조의4,1
제29조+제39조의9,1
제2조+제39조의9,1
제39조의15+제39조의9,1
제39조의4+제39조의9,1
제39조의9+제48조의11,1
제39조의9+제48조의2,1
제39조의9+제48조의4,1
제39조의9+제4조,1
제39조의9+제5조,1
제39조의9+제63조,1
제39조의9+제66조,1
제39조의9+제6조,1
제39조의9+제75조,1
제39조의9+제7조,1
제39조의9+제8조,1
제39조의9+제9조,1
제16조+제22조,1
제16조+제39조,1
제16조+제39조의3,1
제39조+제39조의3,1
제18조+제3조의3,1
제21조+제3조의3,1
제21조+제44조,1
제25조+제3조의3,1
제2조+제3조의3,1
제30조+제35조,1
제30조+제3조의3,1
제30조+제41조,1
제30조+제42조,1
제30조+제44조,1
제31조+제35조,1
제31조+제3조의3,1
제31조+제41조,1
제31조+제42조,1
제31조+제44조,1
제35조+제3조의3,1
제3조의3+제41조,1
제3조의3+제42조,1
제3조의3+제44조,1
제3조의3+제5조,1
제3조의3+제63조,1
제3조의3+제75조,1
제15조+제73조,1
제17조+제73조,1
제21조+제71조,1
제21조+제73조,1
제23조+제71조,1
제23조+제73조,1
제24조의2+제71조,1
제24조의2+제73조,1
제29조+제73조,1
제2조+제73조,1
제39조의15+제65조,1
제39조의15+제71조,1
제39조의15+제73조,1
제39조의4+제65조,1
제39조의4+제71조,1
제39조의4+제73조,1
제39조의6+제65조,1
제39조의6+제71조,1
제39조의6+제73조,1
제3조+제73조,1
제48조의11+제65조,1
제48조의11+제71조,1
제48조의11+제73조,1
제48조의2+제65조,1
제48조의2+제71조,1
제48조의2+제73조,1
제48조의5+제65조,1
제48조의5+제71조,1
제48조의5+제73조,1
제4조+제71조,1
제4조+제73조,1
제5조+제71조,1
제5조+제73조,1
제63조+제71조,1
제63조+제73조,1
제64조+제71조,1
제64조+제73조,1
제65조+제71조,1
제65조+제73조,1
제66조+제73조,1
제6조+제73조,1
제71조+제73조,1
제71조+제75조,1
제73조+제75조,1
제73조+제7조,1
제73조+제8조,1
제26조+제40조의2,1
제15조+제68조,1
제17조+제68조,1
제22조+제68조,1
제25조+제68조,1
제39조+제68조,1
제3조+제68조,1
제29조+제44조,1
제32조+제37조,1
제32조+제41조,1
제32조+제44조,1
제34조+제41조,1
제34조+제44조,1
제37조+제41조,1
제37조+제44조,1
제37조+제48조의2,1
제37조+제4조,1
제44조+제48조의2,1
제44조+제4조,1
제44조+제64조,1
제44조+제6조,1
제109조+제15조,1
제109조+제17조,1
제109조+제18조,1
제109조+제20조,1
제109조+제21조,1
제109조+제28조의8,1
제109조+제2조,1
제109조+제36조,1
제109조+제39조,1
제109조+제42조,1
제109조+제487조,1
제109조+제49조,1
제109조+제4조,1
제109조+제61조,1
제15조+제42조,1
제15조+제487조,1
제15조+제49조,1
제17조+제20조,1
제17조+제36조,1
제17조+제42조,1
제17조+제487조,1
제17조+제49조,1
제18조+제487조,1
제18조+제49조,1
제20조+제21조,1
제20조+제28조의8,1
제20조+제39조,1
제20조+제42조,1
제20조+제487조,1
제20조+제49조,1
제21조+제36조,1
제21조+제487조,1
제21조+제49조,1
제28조의8+제36조,1
제28조의8+제39조,1
제28조의8+제42조,1
제28조의8+제487조,1
제28조의8+제49조,1
제28조의8+제4조,1
제2조+제487조,1
제36조+제39조,1
제36조+제42조,1
제36조+제487조,1
제36조+제49조,1
제36조+제61조,1
제39조+제42조,1
제39조+제487조,1
제39조+제49조,1
제42조+제487조,1
제42조+제49조,1
제42조+제4조,1
제42조+제61조,1
제487조+제49조,1
제487조+제4조,1
제487조+제61조,1
제49조+제4조,1
제17조+제41조,1
제22조+제35조,1
제22조+제41조,1
제29조+제35조,1
제35조+제39조의15,1
제35조+제39조의3,1
제35조+제48조의11,1
제35조+제48조의2,1
제35조+제4조,1
제39조의15+제41조,1
제39조의3+제41조,1
제41조+제48조의11,1
제41조+제7조,1
제41조+제8조,1
제19조+제40조의2,1
제19조+제76조,1
제19조+제9조,1
제34조의2+제4조,1
제34조의2+제65조,1
제40조의2+제4조,1
제40조의2+제65조,1
제65조+제76조,1
제32조의2+제76조,1
제19조+제37조의3,1
제19조+제59조,1
제19조+제71조,1
제2조+제37조의3,1
제37조의3+제59조,1
제37조의3+제71조,1
제13조+제22조,1
제11조+제69조의2,1
제21조+제69조의2,1
제34조+제69조의2,1
제17조+제37조,1
제18조+제22조의2,1
제19조+제22조의2,1
제19조+제37조,1
제22조+제37조,1
제22조의2+제23조,1
제22조의2+제24조,1
제22조의2+제37조,1
제24조+제37조,1
제39조+제48조의2,1
