decision_id,decision_date,year,document_category,topic_cluster,topic_label,topic_subtitle,sanction_strength,monetary_amount,factor_고유식별정보_포함_여부,factor_고의_또는_중과실,factor_공표_또는_시정명령_여부,factor_국외이전_고지_동의_여부,factor_금전_제재_여부,factor_내부통제_및_안전조치_수준,factor_동의_적법성,factor_민감정보_포함_여부,factor_반복성,factor_사후_시정_노력,factor_수집_이용_목적_명확성,factor_위반_기간,factor_정보주체_규모,factor_제3자_제공_또는_위탁_구조,factor_피해_발생_또는_위험_발생,outcome_high_sanction,outcome_has_fine,outcome_has_publication,outcome_has_correction,outcome_has_recommendation,outcome_data_request_allowed,outcome_data_request_denied
6335,2023-11-08,2023,privacy_impact_review,3.0,산림·자연 법령 개인정보평가,산림·야생생물·공원 관련 법령 개정안 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6337,2023-06-28,2023,enforcement,3.0,개인정보 법규 위반 시정조치,유출·동의·안전조치 등 복합 위반 시정,4,11400000.0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0
6339,2023-10-25,2023,privacy_impact_review,17.0,공정거래·소비자보호 법령 개인정보 평가,공정거래 및 소비자보호 관련 법령 개정안의 개인정보 침해요인 평가,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
6341,2023-11-08,2023,privacy_impact_review,3.0,산림·자연 법령 개인정보평가,산림·야생생물·공원 관련 법령 개정안 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6343,2023-11-22,2023,privacy_impact_review,27.0,출입국·국적 법령 침해평가,출입국·국적·재외국민 관련 법령안의 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6345,2023-11-22,2023,privacy_impact_review,3.0,산림·자연 법령 개인정보평가,산림·야생생물·공원 관련 법령 개정안 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6347,2023-11-22,2023,privacy_impact_review,26.0,농림축산식품 법령 개인정보 평가,농업·농촌·식품 관련 법령 개정안의 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6349,2023-11-08,2023,privacy_impact_review,2.0,문화재 법령 개인정보 침해평가,문화재 관련 법령 개정안의 개인정보 침해요인 평가 결정,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
635,2022-06-22,2022,privacy_impact_review,22.0,해양수산 법령 개인정보 평가,해양·수산 관련 법령 제·개정안 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6351,2023-11-22,2023,privacy_impact_review,41.0,형사·피해자보호법령 개인정보 평가,성폭력·인신매매 등 형사·피해자보호 법령안 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6353,2023-10-11,2023,data_provision_request,3.0,공공기관 간 목적 외 개인정보 제공,행정·단속·조사 목적의 보유 개인정보 제공 요청 심의,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
6355,2023-11-22,2023,privacy_impact_review,7.0,지방세·지방재정 법령 개인정보 평가,지방세 및 지방행정 관련 법령 개정안의 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6357,2023-11-22,2023,privacy_impact_review,2.0,문화재 법령 개인정보 침해평가,문화재 관련 법령 개정안의 개인정보 침해요인 평가 결정,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6359,2023-10-11,2023,enforcement,7.0,개인정보 종합 위반 시정조치,유출·동의·안전조치 등 복합 위반에 대한 시정명령,4,7996000.0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0
6361,2023-11-22,2023,privacy_impact_review,2.0,문화재 법령 개인정보 침해평가,문화재 관련 법령 개정안의 개인정보 침해요인 평가 결정,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
6363,2023-12-13,2023,privacy_impact_review,44.0,경찰·안보 법령 개인정보 평가,경찰·방첩·사이버안보 관련 법령안의 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6365,2023-10-11,2023,enforcement,11.0,법규위반 복합 시정조치,유출·동의·안전조치 등 복합 위반에 대한 시정조치,4,1200000.0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0
6367,2023-10-11,2023,enforcement,3.0,개인정보 법규 위반 시정조치,유출·동의·안전조치 등 복합 위반 시정,4,224000000.0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0
6369,2023-12-13,2023,privacy_impact_review,29.0,연구·데이터·SW법령 침해평가,연구개발·데이터·SW 관련 법령 개정안 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
637,2022-03-10,2022,privacy_impact_review,5.0,원자력·방사선 법령 개인정보 평가,원자력안전·방사선 관련 법령 제·개정안의 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6371,2023-12-13,2023,privacy_impact_review,26.0,농림축산식품 법령 개인정보 평가,농업·농촌·식품 관련 법령 개정안의 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6373,2023-12-13,2023,privacy_impact_review,25.0,농식품 분야 법령 개인정보 침해평가,농업·식품·바이오 관련 시행령·규칙 제정안의 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6375,2023-12-13,2023,privacy_impact_review,6.0,금융 법령 개인정보 침해평가,금융·신용 분야 법령 개정안의 개인정보 침해요인 평가 결정,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6377,2023-12-13,2023,privacy_impact_review,25.0,농식품 분야 법령 개인정보 침해평가,농업·식품·바이오 관련 시행령·규칙 제정안의 개인정보 침해요인 평가,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
6379,2023-12-27,2023,privacy_impact_review,37.0,보건복지 법령 개인정보 침해평가,사회복지·연금·의료 관련 법령 개정안의 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6381,2023-11-22,2023,enforcement,7.0,개인정보 종합 위반 시정조치,유출·동의·안전조치 등 복합 위반에 대한 시정명령,4,227898000.0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0
6383,2023-11-22,2023,enforcement,4.0,공공기관 개인정보 위반 시정조치,유출·안전조치 미흡 등 법규 위반에 대한 시정명령,2,,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0
6385,2023-11-22,2023,enforcement,3.0,개인정보 법규 위반 시정조치,유출·동의·안전조치 등 복합 위반 시정,2,,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0
6387,2023-12-13,2023,enforcement,11.0,법규위반 복합 시정조치,유출·동의·안전조치 등 복합 위반에 대한 시정조치,4,3600000.0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0
6389,2023-12-13,2023,enforcement,8.0,개인정보 유출·동의위반 시정조치,유출·침해와 동의·고지 위반 등 복합 위반행위 시정 결정,4,1800000.0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0
639,2022-02-23,2022,privacy_impact_review,38.0,중소기업·산업진흥 법령 개인정보 평가,중소기업·벤처·산업육성 법령안의 개인정보 침해요인 평가,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
6391,2023-12-13,2023,enforcement,11.0,법규위반 복합 시정조치,유출·동의·안전조치 등 복합 위반에 대한 시정조치,4,4500000.0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0
6393,2023-12-13,2023,enforcement,11.0,법규위반 복합 시정조치,유출·동의·안전조치 등 복합 위반에 대한 시정조치,4,6300000.0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0
6395,2023-12-13,2023,enforcement,8.0,개인정보 유출·동의위반 시정조치,유출·침해와 동의·고지 위반 등 복합 위반행위 시정 결정,4,3600000.0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0
6397,2023-12-13,2023,enforcement,8.0,개인정보 유출·동의위반 시정조치,유출·침해와 동의·고지 위반 등 복합 위반행위 시정 결정,4,3000000.0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0
6399,2023-12-13,2023,enforcement,6.0,개인정보 법규위반 시정조치,유출·동의위반·안전조치 미흡 등 복합위반 시정,4,6300000.0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0
6401,2023-12-13,2023,enforcement,6.0,개인정보 법규위반 시정조치,유출·동의위반·안전조치 미흡 등 복합위반 시정,4,5400000.0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0
6403,2023-12-13,2023,enforcement,9.0,개인정보 복합위반 시정조치,유출·동의·안전조치·권리보장 위반에 대한 시정명령,4,600000.0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0
6405,2024-01-10,2024,privacy_impact_review,48.0,행정안전부 소관 법령 침해평가,주민등록법·인감증명법 등 행안부 법령 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6407,2024-01-10,2024,privacy_impact_review,15.0,조세·세무 법령 개인정보 침해평가,국세·관세 등 조세 관련 법령 개정안의 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6409,2024-01-10,2024,enforcement,9.0,개인정보 복합위반 시정조치,유출·동의·안전조치·권리보장 위반에 대한 시정명령,4,4200000.0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0
641,2022-02-23,2022,privacy_impact_review,33.0,고용·노동 법령 개인정보 침해평가,고용·노동 분야 법령 개정안의 개인정보 침해요인 평가 결과,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
6411,2024-01-10,2024,privacy_impact_review,32.0,에너지·전력 법령 개인정보 침해평가,전력·가스·신재생 등 에너지 분야 법령안 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6413,2024-01-10,2024,enforcement,9.0,개인정보 복합위반 시정조치,유출·동의·안전조치·권리보장 위반에 대한 시정명령,4,4200000.0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0
6415,2023-12-27,2023,enforcement,9.0,개인정보 복합위반 시정조치,유출·동의·안전조치·권리보장 위반에 대한 시정명령,4,2700000.0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0
6417,2024-01-10,2024,enforcement,6.0,개인정보 법규위반 시정조치,유출·동의위반·안전조치 미흡 등 복합위반 시정,4,7500000.0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0
6419,2023-12-27,2023,enforcement,9.0,개인정보 복합위반 시정조치,유출·동의·안전조치·권리보장 위반에 대한 시정명령,4,1800000.0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0
6421,2023-12-27,2023,other,-1.0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6423,2023-12-27,2023,enforcement,8.0,개인정보 유출·동의위반 시정조치,유출·침해와 동의·고지 위반 등 복합 위반행위 시정 결정,4,4000000.0,0,0,1,0,1,0,1,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0
6425,2023-12-27,2023,enforcement,3.0,개인정보 법규 위반 시정조치,유출·동의·안전조치 등 복합 위반 시정,4,7200000.0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0
6427,2023-12-27,2023,privacy_impact_review,6.0,금융 법령 개인정보 침해평가,금융·신용 분야 법령 개정안의 개인정보 침해요인 평가 결정,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6429,2023-12-27,2023,enforcement,10.0,개인정보 법규 위반 시정조치,유출·동의 위반 등 복합 위반에 대한 시정조치,4,600000.0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0
643,2022-03-10,2022,privacy_impact_review,9.0,국방·병역 법령 개인정보 평가,군사·병역 관련 법령 개정안의 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6431,2023-12-13,2023,privacy_impact_review,26.0,농림축산식품 법령 개인정보 평가,농업·농촌·식품 관련 법령 개정안의 개인정보 침해요인 평가,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
6433,2023-12-27,2023,enforcement,4.0,공공기관 개인정보 위반 시정조치,유출·안전조치 미흡 등 법규 위반에 대한 시정명령,1,,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0
6435,2023-12-27,2023,privacy_impact_review,42.0,법무·사법 법령 침해평가,사법·수사·교정 분야 법령안 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6437,2023-12-27,2023,privacy_impact_review,26.0,농림축산식품 법령 개인정보 평가,농업·농촌·식품 관련 법령 개정안의 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6439,2024-01-10,2024,privacy_impact_review,26.0,농림축산식품 법령 개인정보 평가,농업·농촌·식품 관련 법령 개정안의 개인정보 침해요인 평가,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
6441,2024-01-10,2024,privacy_impact_review,17.0,공정거래·소비자보호 법령 개인정보 평가,공정거래 및 소비자보호 관련 법령 개정안의 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6443,2024-01-10,2024,privacy_impact_review,41.0,형사·피해자보호법령 개인정보 평가,성폭력·인신매매 등 형사·피해자보호 법령안 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6445,2023-12-27,2023,privacy_impact_review,26.0,농림축산식품 법령 개인정보 평가,농업·농촌·식품 관련 법령 개정안의 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6447,2024-01-10,2024,privacy_impact_review,41.0,형사·피해자보호법령 개인정보 평가,성폭력·인신매매 등 형사·피해자보호 법령안 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6449,2024-01-10,2024,privacy_impact_review,41.0,형사·피해자보호법령 개인정보 평가,성폭력·인신매매 등 형사·피해자보호 법령안 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
645,2022-05-25,2022,data_provision_request,-1.0,,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
6451,2024-01-10,2024,privacy_impact_review,41.0,형사·피해자보호법령 개인정보 평가,성폭력·인신매매 등 형사·피해자보호 법령안 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6453,2024-01-10,2024,privacy_impact_review,6.0,금융 법령 개인정보 침해평가,금융·신용 분야 법령 개정안의 개인정보 침해요인 평가 결정,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6455,2024-01-10,2024,privacy_impact_review,41.0,형사·피해자보호법령 개인정보 평가,성폭력·인신매매 등 형사·피해자보호 법령안 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6457,2024-01-24,2024,privacy_impact_review,26.0,농림축산식품 법령 개인정보 평가,농업·농촌·식품 관련 법령 개정안의 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6459,2024-01-24,2024,privacy_impact_review,26.0,농림축산식품 법령 개인정보 평가,농업·농촌·식품 관련 법령 개정안의 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6461,2024-01-24,2024,privacy_impact_review,20.0,농축산·동물 법령 개인정보 평가,가축·동물·식물방역 관련 법령 개정안의 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6463,2024-01-24,2024,privacy_impact_review,26.0,농림축산식품 법령 개인정보 평가,농업·농촌·식품 관련 법령 개정안의 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6465,2024-02-14,2024,enforcement,-1.0,,,4,1200000.0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0
6467,2024-02-14,2024,enforcement,10.0,개인정보 법규 위반 시정조치,유출·동의 위반 등 복합 위반에 대한 시정조치,4,3600000.0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0
6469,2024-02-14,2024,enforcement,4.0,공공기관 개인정보 위반 시정조치,유출·안전조치 미흡 등 법규 위반에 대한 시정명령,1,,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
647,2022-02-23,2022,privacy_impact_review,7.0,지방세·지방재정 법령 개인정보 평가,지방세 및 지방행정 관련 법령 개정안의 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6471,2024-03-13,2024,enforcement,3.0,개인정보 법규 위반 시정조치,유출·동의·안전조치 등 복합 위반 시정,4,152197000.0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0
6473,2024-03-27,2024,privacy_impact_review,9.0,국방·병역 법령 개인정보 평가,군사·병역 관련 법령 개정안의 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6475,2024-01-10,2024,other,6.0,의료기관 개인정보 보호조치 권고,의료분야 안전조치·민감정보 관리 미흡 개선권고 사례,1,,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0
6477,2024-03-13,2024,enforcement,7.0,개인정보 종합 위반 시정조치,유출·동의·안전조치 등 복합 위반에 대한 시정명령,4,12509000.0,0,1,1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0
6479,2024-03-13,2024,enforcement,6.0,개인정보 법규위반 시정조치,유출·동의위반·안전조치 미흡 등 복합위반 시정,4,174380000.0,0,1,1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0
6481,2024-01-10,2024,other,6.0,의료기관 개인정보 보호조치 권고,의료분야 안전조치·민감정보 관리 미흡 개선권고 사례,1,,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0
6483,2024-01-10,2024,other,6.0,의료기관 개인정보 보호조치 권고,의료분야 안전조치·민감정보 관리 미흡 개선권고 사례,1,,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0
6485,2024-01-10,2024,other,6.0,의료기관 개인정보 보호조치 권고,의료분야 안전조치·민감정보 관리 미흡 개선권고 사례,1,,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0
6487,2024-01-10,2024,other,6.0,의료기관 개인정보 보호조치 권고,의료분야 안전조치·민감정보 관리 미흡 개선권고 사례,1,,1,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0
6489,2024-01-10,2024,other,6.0,의료기관 개인정보 보호조치 권고,의료분야 안전조치·민감정보 관리 미흡 개선권고 사례,1,,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0
649,2022-04-27,2022,data_provision_request,-1.0,,,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6491,2024-04-24,2024,enforcement,6.0,개인정보 법규위반 시정조치,유출·동의위반·안전조치 미흡 등 복합위반 시정,4,6900000.0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0
6493,2024-04-24,2024,enforcement,9.0,개인정보 복합위반 시정조치,유출·동의·안전조치·권리보장 위반에 대한 시정명령,4,1800000.0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0
6495,2024-04-24,2024,enforcement,4.0,공공기관 개인정보 위반 시정조치,유출·안전조치 미흡 등 법규 위반에 대한 시정명령,2,,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0
6497,2024-04-24,2024,enforcement,11.0,법규위반 복합 시정조치,유출·동의·안전조치 등 복합 위반에 대한 시정조치,4,5400000.0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0
6499,2024-04-24,2024,enforcement,9.0,개인정보 복합위반 시정조치,유출·동의·안전조치·권리보장 위반에 대한 시정명령,4,7200000.0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0
65,2022-04-27,2022,privacy_impact_review,9.0,국방·병역 법령 개인정보 평가,군사·병역 관련 법령 개정안의 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6501,2024-04-24,2024,enforcement,6.0,개인정보 법규위반 시정조치,유출·동의위반·안전조치 미흡 등 복합위반 시정,4,7200000.0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0
6503,2024-04-24,2024,enforcement,11.0,법규위반 복합 시정조치,유출·동의·안전조치 등 복합 위반에 대한 시정조치,4,6000000.0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0
6505,2024-04-24,2024,enforcement,6.0,개인정보 법규위반 시정조치,유출·동의위반·안전조치 미흡 등 복합위반 시정,4,6600000.0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0
6507,2024-05-08,2024,enforcement,9.0,개인정보 복합위반 시정조치,유출·동의·안전조치·권리보장 위반에 대한 시정명령,4,1800000.0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0
6509,2024-05-08,2024,enforcement,6.0,개인정보 법규위반 시정조치,유출·동의위반·안전조치 미흡 등 복합위반 시정,4,4500000.0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0
651,2022-04-13,2022,data_provision_request,3.0,공공기관 간 목적 외 개인정보 제공,행정·단속·조사 목적의 보유 개인정보 제공 요청 심의,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6511,2024-05-08,2024,enforcement,9.0,개인정보 복합위반 시정조치,유출·동의·안전조치·권리보장 위반에 대한 시정명령,4,3600000.0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0
6513,2024-05-08,2024,enforcement,9.0,개인정보 복합위반 시정조치,유출·동의·안전조치·권리보장 위반에 대한 시정명령,4,3000000.0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0
6515,2024-05-08,2024,enforcement,8.0,개인정보 유출·동의위반 시정조치,유출·침해와 동의·고지 위반 등 복합 위반행위 시정 결정,4,1800000.0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0
6519,2024-05-08,2024,enforcement,9.0,개인정보 복합위반 시정조치,유출·동의·안전조치·권리보장 위반에 대한 시정명령,4,1800000.0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0
653,2022-04-13,2022,data_provision_request,0.0,기관간 개인정보 목적외 제공,공공기관 업무 수행을 위한 보유 개인정보 제공 요청,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
6531,2024-05-22,2024,privacy_impact_review,28.0,법령 개인정보 침해요인 평가,각종 법령 개정안의 개인정보 침해요인을 사전 평가한 안건,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6533,2024-05-22,2024,privacy_impact_review,16.0,도로교통 법령 개인정보 침해평가,도로교통 관련 법령 제·개정안의 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6535,2024-05-22,2024,privacy_impact_review,31.0,소방·재난안전 법령 침해평가,소방·재난안전 분야 법령 제·개정안 개인정보 침해요인 평가,0,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6537,2024-05-22,2024,privacy_impact_review,0.0,문화·관광·체육 법령 개인정보 평가,문화·예술·관광·스포츠 분야 법령안의 개인정보 침해요인 평가 결정,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6539,2024-05-22,2024,privacy_impact_review,18.0,자동차 관련 법령 개인정보 평가,자동차·도로 관련 법령 개정안의 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6541,2024-05-22,2024,privacy_impact_review,0.0,문화·관광·체육 법령 개인정보 평가,문화·예술·관광·스포츠 분야 법령안의 개인정보 침해요인 평가 결정,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6543,2024-05-22,2024,privacy_impact_review,23.0,부동산·주택 법령 개인정보 평가,부동산 및 주택 관련 법령 개정안의 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6545,2024-05-22,2024,privacy_impact_review,23.0,부동산·주택 법령 개인정보 평가,부동산 및 주택 관련 법령 개정안의 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6547,2024-05-22,2024,privacy_impact_review,24.0,국토교통 법령 개인정보 침해평가,건설·교통·공간정보 분야 법령 개정안의 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6549,2024-05-22,2024,privacy_impact_review,24.0,국토교통 법령 개인정보 침해평가,건설·교통·공간정보 분야 법령 개정안의 개인정보 침해요인 평가,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
655,2022-02-23,2022,privacy_impact_review,-1.0,,,1,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
