decision_id,cluster_id,document_category,decision_date,title,applicant,sanction_strength,sanction_types,monetary_amount,case_type,violated_articles
5451,13,privacy_impact_review,2023-05-26,「전세사기피해자 지원 및 주거안정에 관한 특별법 시행규칙」 제정안에 대한 개인정보 침해요인 평가 결과,국토교통부장관,0,,,,
5453,13,privacy_impact_review,2023-05-26,「부동산 거래신고 등에 관한 법률 시행규칙」 일부개정안에 대한 개인정보 침해요인 평가 결과,국토교통부장관,0,,,,
5455,14,privacy_impact_review,2023-05-26,「지속가능한 연근해어업 발전법」제정안에 대한 개인정보 침해요인 평가 결과,해양수산부장관,0,,,,
5457,9,privacy_impact_review,2023-05-26,「지하수법 시행규칙」 일부개정안에 대한 개인정보 침해요인 평가 결과,환경부장관,0,,,,
5459,17,privacy_impact_review,2023-05-26,「의료기기 유통 및 판매질서 유지에 관한 규칙」일부개정안에 대한 개인정보 침해요인 평가 결과,보건복지부장관,0,,,,
5461,13,privacy_impact_review,2023-05-26,「부동산 거래신고 등에 관한 법률 시행령」 일부개정안에 대한 개인정보 침해요인 평가 결과,국토교통부장관,0,,,,
5463,7,privacy_impact_review,2023-05-26,「진술조력인의 선정 등에 관한 규칙」일부개정안에 대한 개인정보 침해요인 평가 결과,법무부장관,0,,,,
5465,7,privacy_impact_review,2023-05-26,「고엽제후유의증 등 환자지원 및 단체설립에 관한 법률 시행규칙」 일부개정안에 대한 개인정보 침해요인 평가 결과,국가보훈처장,0,,,,
5467,12,privacy_impact_review,2023-05-26,「장애인 고용촉진 및 직업재활법 시행규칙」일부개정안에 대한 개인정보 침해요인 평가 결과,고용노동부장관,0,,,,
5469,7,privacy_impact_review,2023-04-26,「국가유공자 등 예우 및 지원에 관한 법률 시행령」 일부개정안에 대한 개인정보 침해요인 평가 결과,국가보훈처장,0,,,,
547,0,data_provision_request,2021-09-29,법무부의 특정경제사범 업무를 위한 개인정보 목적 외 이용 및 행정안전부ㆍ국세청ㆍ국민건강보험공단ㆍ대법원 보유 개인정보 제공 요청에 관한 건,법무부장관,0,,,목적 외 이용,
5471,7,privacy_impact_review,2023-05-26,「출입국관리법」일부개정안에 대한 개인정보 침해요인 평가 결과,법무부장관,1,개선권고,,,제2조;제78조의2
5473,15,enforcement,2023-02-22,개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,㈜ (사업자등록번호 : )대표자,2,시정명령,,보유기간·파기 위반;처리위탁,제15조;제21조;제25조;제26조;제27조;제31조;제33조;제38조;제59조;제64조
5475,15,enforcement,2023-02-22,개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,㈜ (사업자등록번호 : )대표자,2,시정명령,,유출·침해;안전조치 미흡;처리위탁,제15조;제25조;제26조;제27조;제29조;제2조;제30조;제31조;제33조;제38조;제59조;제64조;제8조
5477,15,enforcement,2023-02-22,개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,㈜ (사업자등록번호 : )대표자,2,시정명령;공표명령,,유출·침해;안전조치 미흡;보유기간·파기 위반;민감정보·고유식별정보;처리위탁,제15조;제21조;제25조;제26조;제27조;제29조;제2조;제30조;제31조;제33조;제38조;제59조;제64조;제66조;제75조;제7조;제8조
5479,15,enforcement,2023-02-22,개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,㈜ ( )대표자 윤종일,2,시정명령,,보유기간·파기 위반;처리위탁,제15조;제21조;제25조;제26조;제27조;제31조;제33조;제38조;제59조;제64조
5481,15,enforcement,2023-02-22,개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,㈜ (사업자등록번호 : )대표자,2,시정명령,,보유기간·파기 위반;처리위탁,제15조;제21조;제25조;제26조;제27조;제31조;제33조;제38조;제59조;제64조
5483,15,enforcement,2023-02-22,개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,㈜ (사업자등록번호 : )대표자,2,시정명령,,보유기간·파기 위반;처리위탁,제15조;제21조;제25조;제26조;제27조;제31조;제33조;제38조;제59조;제64조
5485,11,other,2023-04-26,,,0,,,처리위탁,
5487,11,enforcement,2023-04-12,정보통신서비스제공자의 개인정보보호 법규 위반행위에 대한 시정조치 및 조치방안에 관한 건,(사업자등록번호 : )대표자,0,,,,제24조
5489,2,enforcement,2023-04-12,정보통신서비스제공자의 개인정보보호 법규 위반행위에 대한 시정조치 및 조치방안에 관한 건,(사업자등록번호 : )대표자,4,과태료;공표명령,6000000.0,동의·고지 위반;아동 개인정보,제17조;제22조;제2조;제39조의15;제39조의3;제63조;제66조;제75조;제7조;제8조
549,11,other,2021-10-13,병원의 코로나바이러스-19 감염 점파의 차단 등을 위한 방문자 주민등록번호 처리에 관한 건,사단법인 대한병원협회 회장,0,,,민감정보·고유식별정보,제58조
5491,2,enforcement,2023-02-22,개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,㈜ (사업자등록번호 : )대표자,3,과태료;공표명령,,유출·침해;동의·고지 위반;안전조치 미흡;보유기간·파기 위반;민감정보·고유식별정보,제18조;제21조;제29조;제2조;제39조의6;제48조의2;제63조;제66조;제6조;제75조;제7조;제8조
5493,15,enforcement,2023-04-12,정보통신서비스제공자의 개인정보보호 법규 위반행위에 대한 시정조치 및 조치방안에 관한 건,(사업자등록번호 : )대표자,1,개선권고,,동의·고지 위반;아동 개인정보,제17조;제22조;제39조의3;제61조
5495,2,enforcement,2023-04-12,정보통신서비스제공자의 개인정보보호 법규 위반행위에 대한 시정조치 및 조치방안에 관한 건,(사업자등록번호 : )대표자,4,과징금;과태료;공표명령,6000000.0,유출·침해;동의·고지 위반;아동 개인정보,제17조;제22조;제2조;제39조의15;제39조의3;제48조의11;제48조의2;제5조;제63조;제66조;제6조;제75조;제7조;제8조
5497,2,enforcement,2023-04-12,정보통신서비스제공자의 개인정보보호 법규 위반행위에 대한 시정조치 및 조치방안에 관한 건,(사업자등록번호 : )대표자,4,과징금;과태료;공표명령,6000000.0,유출·침해;동의·고지 위반;아동 개인정보,제17조;제22조;제2조;제39조의15;제39조의3;제48조의11;제48조의2;제5조;제63조;제66조;제6조;제75조;제7조;제8조
5499,15,enforcement,2023-04-12,정보통신서비스제공자의 개인정보보호 법규 위반행위에 대한 시정조치 및 조치방안에 관한 건,(사업자등록번호 : )대표자,1,개선권고,,동의·고지 위반;아동 개인정보,제17조;제22조;제39조의3;제61조
55,7,privacy_impact_review,2018-08-13,「개인정보 보호법」 일부개정안 (의안번호 14281) 의견 조회에 관한 건,행정안전부장관,0,,,,
5501,2,enforcement,2023-04-12,정보통신서비스제공자의 개인정보보호 법규 위반행위에 대한 시정조치 및 조치방안에 관한 건,(사업자등록번호 : )대표자,4,과징금;과태료;공표명령,6000000.0,유출·침해;동의·고지 위반;아동 개인정보,제17조;제22조;제2조;제39조의15;제39조의3;제48조의11;제48조의2;제5조;제63조;제66조;제6조;제75조;제7조;제8조
5503,2,enforcement,2023-03-08,개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,(사업자등록번호 : )서울특별시 강남구대표자,4,과태료;공표명령,6000000.0,유출·침해;동의·고지 위반;안전조치 미흡;정보주체 권리보장,제29조;제2조;제39조의4;제48조의2;제48조의4;제4조;제63조;제66조;제75조;제7조;제8조
5505,2,enforcement,2023-04-12,정보통신서비스제공자의 개인정보보호 법규 위반행위에 대한 시정조치 및 조치방안에 관한 건,(사업자등록번호 : )대표자,4,과징금;과태료;공표명령,6000000.0,유출·침해;동의·고지 위반;아동 개인정보,제17조;제22조;제2조;제39조의15;제39조의3;제48조의11;제48조의2;제5조;제63조;제66조;제6조;제75조;제7조;제8조
5507,15,enforcement,2023-04-12,개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,(사업자등록번호 : )서울특별시 마포구대표자,4,과징금;과태료;공표명령,12000000.0,유출·침해;동의·고지 위반;안전조치 미흡;민감정보·고유식별정보;정보주체 권리보장,제18조;제24조;제24조의2;제25조;제29조;제2조;제39조의15;제48조의11;제48조의2;제4조;제5조;제63조;제66조;제6조;제75조;제7조;제8조
5509,11,other,2023-04-26,김포골드라인운영주식회사의 혼잡사고 방지를 위한 영상정보 제공에 관한 건,김포골드라인운영주식회사,0,,,영상정보 처리,제14조의2;제17조
551,14,privacy_impact_review,2022-03-10,「해양수산과학기술육성법」 일부개정안에 대한 개인정보 침해요인 평가 결과,해양수산부장관,1,개선권고,,,제13조
5511,15,enforcement,2023-04-12,개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,(사업자등록번호 : )서울특별시 마포구대표자,4,과징금;과태료;공표명령,12000000.0,유출·침해;동의·고지 위반;안전조치 미흡;정보주체 권리보장,제25조;제29조;제2조;제39조의15;제48조의11;제48조의2;제4조;제5조;제63조;제66조;제6조;제75조;제7조;제8조
5513,15,enforcement,2023-03-08,개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,(사업자등록번호 : )서울특별시 중구대표자,4,과징금;과태료;공표명령,6000000.0,유출·침해;동의·고지 위반;안전조치 미흡;민감정보·고유식별정보;정보주체 권리보장,제18조;제24조;제24조의2;제29조;제2조;제39조의15;제39조의4;제48조의11;제48조의2;제48조의4;제4조;제5조;제63조;제66조;제6조;제75조;제7조;제8조
5515,15,enforcement,2023-03-08,개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,(사업자등록번호 : )대표자,4,과징금;과태료;공표명령,7200000.0,유출·침해;동의·고지 위반;안전조치 미흡;정보주체 권리보장,제29조;제2조;제39조의15;제39조의4;제39조의9;제48조의11;제48조의2;제48조의4;제4조;제5조;제63조;제66조;제6조;제75조;제7조;제8조;제9조
5517,15,enforcement,2023-03-08,개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,(사업자등록번호 : )대표자,4,과징금;과태료;시정명령;공표명령,9600000.0,유출·침해;동의·고지 위반;안전조치 미흡;보유기간·파기 위반;정보주체 권리보장,제29조;제2조;제39조의15;제39조의4;제48조의11;제48조의2;제48조의4;제4조;제5조;제63조;제64조;제66조;제6조;제75조;제7조;제8조
5519,15,enforcement,2023-02-08,개인정보보호 법규 위반행위에 대한 시정조치 등에 관한 건,"Meta Platforms, Inc.1601 Willow Road, Menlo Park, California 94025대표이사 Mark Zuckerberg",4,과태료;시정명령;공표명령,6600000.0,유출·침해;동의·고지 위반;제3자 제공;보유기간·파기 위반;민감정보·고유식별정보;정보주체 권리보장,제16조;제18조;제22조;제24조의2;제26조;제2조;제39조;제39조의3;제3조;제5조;제63조;제64조;제66조;제75조;제8조
5523,8,enforcement,,,,4,과징금;공표명령;개선권고,12500000.0,동의·고지 위반;민감정보·고유식별정보,
5525,8,enforcement,,,,4,과태료;공표명령;개선권고,3600000.0,동의·고지 위반;민감정보·고유식별정보,
5527,13,privacy_impact_review,2023-12-13,「자동차관리법 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,국토교통부장관,1,개선권고,,,
5529,9,privacy_impact_review,2023-12-13,「폐기물처리시설 설치촉진 및 주변지역지원 등에 관한 법률 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,환경부장관,0,,,,
553,3,privacy_impact_review,2022-03-23,「임업ㆍ산림 공익기능 증진을 위한 직접지불제도 운영에 관한 법률 시행령」 제정안에 대한 개인정보 침해요인 평가 결과,산림청장,1,개선권고,,,제32조
5531,9,privacy_impact_review,2023-12-13,「건설폐기물의 재활용촉진에 관한 법률 시행령」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,환경부장관,0,,,,
5533,5,privacy_impact_review,2023-12-13,「평생교육법 시행령」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,교육부장관,0,,,,
5535,13,privacy_impact_review,2023-12-13,「공공주택 특별법 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,국토교통부장관,0,,,,
5537,8,enforcement,,,,4,과징금;공표명령;개선권고,16250000.0,동의·고지 위반;민감정보·고유식별정보,
5539,16,privacy_impact_review,2023-12-13,「예술인 복지법 시행령」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,문화체육관광부장관,0,,,,
5541,14,privacy_impact_review,2023-12-13,「무인도서의 보전 및 관리에 관한 법률 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,해양수산부장관,1,개선권고,,,
5543,14,privacy_impact_review,2023-12-13,「한국해양진흥공사법 시행령」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,해양수산부장관,0,,,,
5545,5,privacy_impact_review,2023-12-13,「여수ㆍ순천 10ㆍ19사건 진상규명 및 희생자 명예회복에 관한 특별법 시행령」일부개정안에 대한 개인정보 침해요인 평가 결과,행정안전부장관,0,,,,
5547,14,privacy_impact_review,2023-12-13,「수산업법 시행령」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,해양수산부장관,0,,,,
5549,5,privacy_impact_review,2023-12-13,「제대군인지원에 관한 법률 시행령」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,국가보훈부장관,0,,,,
555,11,other,2021-10-13,한국어촌어항공단의 귀어귀촌 실태조사를 위한 해양수산부 보유 개인정보 이용에 관한 건,한국어촌어항공단 이사장,0,,,,
5551,1,privacy_impact_review,2023-12-13,「농어업고용인력 지원 특별법 시행령」제정안에 대한 개인정보 침해요인 평가 결과,농림축산식품부장관,0,,,,
5553,5,privacy_impact_review,2023-12-13,「보훈기금법 시행령」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,국가보훈부장관,0,,,,
5555,1,privacy_impact_review,2023-12-13,「식물방역법 시행령」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,농림축산식품부장관,0,,,,
5557,1,privacy_impact_review,2023-12-13,「식물방역법 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,농림축산식품부장관,0,,,,
5559,7,privacy_impact_review,2023-12-13,「여권법 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,외교부장관,0,,,,
5561,5,privacy_impact_review,2023-12-13,「여권법 시행령」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,외교부장관,0,,,,
5563,3,privacy_impact_review,2023-12-13,「소득세법 시행규칙」일부개정안에 대한 개인정보 침해요인 평가 결과,기획재정부장관,0,,,,
5565,5,privacy_impact_review,2023-12-27,「군인연금법 시행령」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,국방부장관,0,,,,
5567,14,privacy_impact_review,2023-12-27,「비상사태등에 대비하기 위한 해운 및 항만 기능유지에 관한 법률 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,해양수산부장관,0,,,,
5569,14,privacy_impact_review,2023-12-27,「양식산업발전법 시행령」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,해양수산부장관,0,,,,
557,11,data_provision_request,2021-09-08,모바일앱 광고 가입자 확인을 위한 서울교통공사 보유 개인정보 제공에 관한 건,서울교통공사 사장,0,,,목적 외 이용,
5571,14,privacy_impact_review,2023-12-27,「해양폐기물 및 해양오염퇴적물 관리법 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,해양수산부장관,0,,,,
5573,10,privacy_impact_review,2023-12-27,「의약품 등의 안전에 관한 규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,식품의약품안전처장,0,,,,
5575,14,privacy_impact_review,2023-12-27,「해양환경관리법 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,해양수산부장관,0,,,,
5577,5,privacy_impact_review,2023-12-27,「주민등록법 시행령」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,행정안전부장관,0,,,,
5579,5,privacy_impact_review,2023-12-27,「군인연금법 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,국방부장관,0,,,,
5581,7,privacy_impact_review,2023-12-27,「도로교통법 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,경찰청장,1,개선권고,,,
5583,13,privacy_impact_review,2023-12-27,「주택공급에 관한 규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,국토교통부장관,0,,,,
5585,7,privacy_impact_review,2023-12-27,「주민등록법 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,행정안전부장관,0,,,,
5587,9,privacy_impact_review,2023-12-27,「야생생물 보호 및 관리에 관한 법률 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,환경부장관,1,개선권고,,,
5589,13,privacy_impact_review,2023-12-27,「가덕도신공항건설공단법 시행령」제정안에 대한 개인정보 침해요인 평가에 관한 건,국토교통부장관,0,,,,
559,11,other,2021-11-10,세종특별자치시시설관리공단의 미납 주차요금 징수를 위한 세종특별자치시 보유 개인정보 이용에 관한 건,세종특별자치시시설관리공단이사장,0,,,,
5591,13,privacy_impact_review,2023-12-27,「건설기술 진흥법 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,국토교통부장관,0,,,,
5593,2,enforcement,2023-05-24,개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,(사업자등록번호 : )대표자,4,과태료;공표명령,4200000.0,유출·침해;동의·고지 위반;안전조치 미흡,제29조;제2조;제48조의2;제4조;제63조;제66조;제6조;제75조;제7조;제8조
5595,15,enforcement,2023-05-24,개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,대표자,4,과태료;시정명령;공표명령,3600000.0,유출·침해;동의·고지 위반;안전조치 미흡;보유기간·파기 위반;접근권한·내부통제,제29조;제2조;제48조의2;제4조;제63조;제64조;제66조;제6조;제75조;제7조;제8조
5597,2,enforcement,2023-05-24,개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,(사업자등록번호 : )대표자,4,과태료,3000000.0,유출·침해;동의·고지 위반;안전조치 미흡;정보주체 권리보장,제29조;제48조의2;제4조;제63조;제75조;제7조;제8조
5599,2,enforcement,2023-05-24,개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,(사업자등록번호 : )대표자,4,과태료;공표명령,3600000.0,유출·침해;동의·고지 위반;안전조치 미흡,제18조;제22조;제29조;제2조;제63조;제66조;제75조;제7조;제8조
5601,15,enforcement,2023-05-24,개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,(사업자등록번호 : )대표자,2,시정명령;공표명령,,유출·침해;안전조치 미흡;처리위탁;정보주체 권리보장,제15조;제17조;제25조;제26조;제27조;제29조;제2조;제30조;제31조;제33조;제38조;제59조;제64조;제66조;제6조
5603,15,enforcement,2023-05-24,개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,(사업자등록번호 : )대표자,4,과태료;시정명령;공표명령,7800000.0,유출·침해;동의·고지 위반;안전조치 미흡;보유기간·파기 위반;정보주체 권리보장,제29조;제2조;제39조의6;제48조의2;제48조의5;제4조;제63조;제64조;제66조;제6조;제75조;제7조;제8조
5605,15,enforcement,2023-05-24,개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,(사업자등록번호 : )대표자,4,과태료;시정명령;공표명령,7800000.0,유출·침해;동의·고지 위반;안전조치 미흡;보유기간·파기 위반,제29조;제2조;제39조의4;제48조의2;제48조의4;제5조;제63조;제64조;제66조;제75조;제7조;제8조
5607,15,enforcement,2023-05-24,개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,(사업자등록번호 : )대표자,4,과태료;공표명령,7800000.0,유출·침해;동의·고지 위반;안전조치 미흡;보유기간·파기 위반;정보주체 권리보장,제29조;제2조;제39조의6;제48조의2;제48조의5;제4조;제5조;제63조;제66조;제75조;제7조;제8조
5609,2,enforcement,2023-05-24,개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,(사업자등록번호 : )대표자,4,과태료,3000000.0,유출·침해;동의·고지 위반;안전조치 미흡;정보주체 권리보장,제29조;제48조의2;제4조;제63조;제75조;제7조;제8조
561,11,complaint_or_interpretation,2021-10-13,법원의 사실조회 신청에 따른 시ㆍ군ㆍ구의 출입국 사실증명 발급 관련 법령해석에 관한 건,은평구청장,0,,,,
5611,2,enforcement,2023-05-24,개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,(사업자등록번호 : )대표자,4,과태료;시정명령;공표명령,4200000.0,유출·침해;동의·고지 위반;안전조치 미흡;정보주체 권리보장,제29조;제2조;제48조의2;제4조;제63조;제64조;제66조;제6조;제75조;제7조;제8조
5613,1,privacy_impact_review,2023-12-13,「농어업경영체 육성 및 지원에 관한 법률 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,농림축산식품부장관,0,,,,
5615,15,enforcement,2023-05-24,개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,(사업자등록번호 : )대표자,4,과징금;과태료;공표명령,6000000.0,유출·침해;동의·고지 위반;안전조치 미흡;정보주체 권리보장,제29조;제2조;제39조의15;제39조의4;제48조의11;제48조의2;제48조의4;제4조;제5조;제63조;제66조;제6조;제75조;제7조;제8조
5617,7,privacy_impact_review,2023-10-11,「벤처 투자촉진에 관한 법률 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,중소벤처기업부장관,0,,,,
5627,15,enforcement,2023-07-26,개인정보보호 법규 위반행위에 대한 시정조치 등에 관한 건,,4,과징금,70.0,유출·침해;동의·고지 위반;보유기간·파기 위반;민감정보·고유식별정보;정보주체 권리보장,제10조;제10조의2;제12조;제19조;제22조;제23조;제26조의2;제2조;제3조;제4조;제5조;제64조의3;제8조
5629,15,enforcement,2023-07-26,개인정보보호 법규 위반행위에 대한 시정조치 등에 관한 건,,4,과징금,70.0,유출·침해;동의·고지 위반;목적 외 이용;보유기간·파기 위반;민감정보·고유식별정보;정보주체 권리보장,제10조;제10조의2;제12조;제19조;제22조;제23조;제26조의2;제2조;제3조;제4조;제5조;제60조;제64조의3;제7조의8;제7조의9;제8조
563,11,data_provision_request,2021-10-13,고용노동부 축사 현장 산업재해 예방을 위한 농림축산식품부 보유 개인정보 제공에 관한 건,농림축산식품부 장관,0,,,목적 외 이용,
5631,15,enforcement,2023-07-26,개인정보보호 법규 위반행위에 대한 고발조치에 관한 건,,3,고발,,유출·침해;동의·고지 위반;민감정보·고유식별정보;정보주체 권리보장,제59조
5633,11,other,2023-12-13,,,0,,,,
5635,7,privacy_impact_review,2023-12-27,「국적법 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,법무부장관,0,,,,
5637,5,privacy_impact_review,2024-01-10,「군인 재해보상법 시행령」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,국방부장관,0,,,,
5639,5,privacy_impact_review,2023-12-27,「개인정보 보호법 시행령」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,개인정보보호위원회 위원장,0,,,,
5641,17,privacy_impact_review,2023-12-27,「장애인복지법 시행령」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,보건복지부장관,0,,,,
5643,17,privacy_impact_review,2023-12-27,「사회보장급여의 이용ㆍ제공 및 수급권자 발굴에 관한 법률 시행령」 일부개정안에 대한 개인정보 침해요인 평가에 관한 건,보건복지부장관,0,,,,
5645,16,privacy_impact_review,2024-01-10,「관광진흥법 시행령」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,문화체육관광부장관,0,,,,
5647,5,privacy_impact_review,2024-01-10,「지방회계법 시행령」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,행정안전부장관,0,,,,
5649,3,privacy_impact_review,2024-01-10,「국세징수법 시행령」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,기획재정부장관,0,,,,
565,11,enforcement,2021-11-10,구리시의 이동소음원 단속 및 과태료 부과를 위한 CCTV 통합관제센터의 영상정보 이용에 관한 건,구리시장,0,,,영상정보 처리,제24조
5651,16,privacy_impact_review,2023-12-27,「특정중대범죄 피의자 등 신상정보 공개에 관한 법률 시행령」제정안에 대한 개인정보 침해요인 평가에 관한 건,법무부장관,0,,,,
5653,7,privacy_impact_review,2024-01-10,「군인 재해보상법 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,국방부장관,0,,,,
5655,3,privacy_impact_review,2024-01-10,「부가가치세법 시행령」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,기획재정부장관,0,,,,
5657,7,privacy_impact_review,2024-01-10,「국가유공자 등 예우 및 지원에 관한 법률 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,국가보훈부장관,1,개선권고,,,제4조
5659,13,privacy_impact_review,2024-01-10,「공간정보의 구축 및 관리 등에 관한 법률 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,국토교통부장관,0,,,,
5661,13,privacy_impact_review,2024-01-10,「건축법 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,국토교통부장관,0,,,,
5663,7,privacy_impact_review,2024-01-10,「보훈보상대상자 지원에 관한 법률 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,국가보훈부장관,1,개선권고,,,제5조
5665,7,privacy_impact_review,2024-01-10,「다중이용업소의 안전관리에 관한 특별법 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,소방청장,0,,,,
5667,7,privacy_impact_review,2024-01-10,「특수임무유공자 예우 및 단체설립에 관한 법률 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,국가보훈부장관,1,개선권고,,,제5조
5669,7,privacy_impact_review,2024-01-10,「5ㆍ18민주유공자 예우 및 단체설립에 관한 법률 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,국가보훈부장관,1,개선권고,,,제7조
567,11,data_provision_request,2021-10-21,국토교통부의 부동산거래 정기조사를 위한 한국토지주택공사 보유 개인정보 제공에 관한 건,한국토지주택공사 사장,0,,,목적 외 이용,
5671,7,privacy_impact_review,2024-01-10,「고엽제 후유의증 등 환자지원 및 단체설립에 관한 법률 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,국가보훈부장관,1,개선권고,,,제5조의2
5673,13,privacy_impact_review,2024-01-10,「공공주택 특별법 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,국토교통부장관,0,,,,
5675,7,privacy_impact_review,2024-01-10,「참전유공자 예우에 관한 법률 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,국가보훈부장관,1,개선권고,,,제6조
5677,7,privacy_impact_review,2024-01-10,「독립유공자 예우에 관한 법률 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,국가보훈부장관,1,개선권고,,,제3조
5679,12,privacy_impact_review,2024-01-24,「고용보험법 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,고용노동부장관,0,,,,
5681,7,privacy_impact_review,2024-01-10,「인신매매등방지 및 피해자 보호등에 관한 법률」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,여성가족부장관,0,,,,
5683,16,privacy_impact_review,2024-01-24,「저작권법 시행령」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,문화체육관광부장관,0,,,,
5685,11,other,2023-12-13,,,0,,,,
5687,7,privacy_impact_review,2024-01-10,「아동ㆍ청소년의 성보호에 관한 법률」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,여성가족부장관,0,,,,
5689,3,privacy_impact_review,2024-01-24,「관세법 시행령」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,기획재정부장관,0,,,,
569,7,privacy_impact_review,2022-03-10,「역사문화권 정비 등에 관한 특별법 시행규칙」 일부개정안에 대한 개인정보 침해요인 평가 결과,문화재청장,0,,,,
5691,16,privacy_impact_review,2024-01-24,「자연유산의 보존 및 활용에 관한 법률 시행령」제정안에 대한 개인정보 침해요인 평가에 관한 건,문화재청장,0,,,,
5693,12,privacy_impact_review,2024-01-24,「고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률 시행령」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,고용노동부장관,0,,,,
5695,12,privacy_impact_review,2024-01-24,「산업안전보건법 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,고용노동부장관,0,,,,
5697,5,privacy_impact_review,2024-01-24,「방첩업무 규정」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,국가정보원장,0,,,,
